ItemNumber,listener_group,ProductionPresentationOrder,SentenceOrder,Type,Type_Num,Source,SourceNum,SentenceCorrect,Talker,TalkerGroup,Sound,ListenerGroup,Duration..in.seconds.,mTurkCode,ItemNum,ItemNum2,Resp,Resp_NUM,Timing_Click.Count,Timing_First.Click,Timing_Last.Click,Timing_Page.Submit,RT,WhichRT
8,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,103,NativeMandarin-Low (NML),103_practice_08.mp3,V2,513,5641834,X8,8,"


6",6,1,0.958,0.958,0.975,0.958,FirstClick
9,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,103,NativeMandarin-Low (NML),103_practice_09.mp3,V2,513,5641834,X9,9,"


8",8,1,1.151,1.151,1.167,1.151,FirstClick
10,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,103,NativeMandarin-Low (NML),103_practice_10.mp3,V2,513,5641834,X10,10,"


6",6,1,1.735,1.735,1.75,1.735,FirstClick
11,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,103,NativeMandarin-Low (NML),103_practice_11.mp3,V2,513,5641834,X11,11,"


7",7,1,0.769,0.769,0.784,0.769,FirstClick
12,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,104,NativeMandarin-Low (NML),104_practice_01.mp3,V2,513,5641834,X12,12,"


3",3,1,1.477,1.477,1.5,1.477,FirstClick
13,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,104,NativeMandarin-Low (NML),104_practice_03.mp3,V2,513,5641834,X13,13,"


8",8,1,0.627,0.627,0.649,0.627,FirstClick
14,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,104,NativeMandarin-Low (NML),104_practice_04.mp3,V2,513,5641834,X14,14,"


7",7,1,1.061,1.061,1.074,1.061,FirstClick
15,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,104,NativeMandarin-Low (NML),104_practice_05.mp3,V2,513,5641834,X15,15,"


8",8,1,0.882,0.882,0.896,0.882,FirstClick
16,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,104,NativeMandarin-Low (NML),104_practice_06.mp3,V2,513,5641834,X16,16,"


8",8,1,0.736,0.736,0.749,0.736,FirstClick
17,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,104,NativeMandarin-Low (NML),104_practice_07.mp3,V2,513,5641834,X17,17,"


8",8,1,1.099,1.099,1.114,1.099,FirstClick
18,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,104,NativeMandarin-Low (NML),104_practice_08.mp3,V2,513,5641834,X18,18,"


7",7,1,1.357,1.357,1.372,1.357,FirstClick
19,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,104,NativeMandarin-Low (NML),104_practice_09.mp3,V2,513,5641834,X19,19,"An extremely strong
foreign accent
9",9,1,1.492,1.492,1.402,1.492,FirstClick
20,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,104,NativeMandarin-Low (NML),104_practice_10.mp3,V2,513,5641834,X20,20,"


8",8,1,1.387,1.387,1.301,1.387,FirstClick
21,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,104,NativeMandarin-Low (NML),104_practice_11.mp3,V2,513,5641834,X21,21,"


6",6,1,1.618,1.618,1.632,1.618,FirstClick
22,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,302,NativeMandarin-High (NMH),302_practice_01.mp3,V2,513,5641834,X22,22,"


2",2,1,1.209,1.209,1.246,1.209,FirstClick
23,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,302,NativeMandarin-High (NMH),302_practice_03.mp3,V2,513,5641834,X23,23,"


8",8,1,0.724,0.724,0.737,0.724,FirstClick
24,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,302,NativeMandarin-High (NMH),302_practice_04.mp3,V2,513,5641834,X24,24,"


7",7,1,1.001,1.001,1.123,1.001,FirstClick
25,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,302,NativeMandarin-High (NMH),302_practice_05.mp3,V2,513,5641834,X25,25,"


3",3,1,0.861,0.861,0.876,0.861,FirstClick
26,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,302,NativeMandarin-High (NMH),302_practice_06.mp3,V2,513,5641834,X26,26,"


2",2,1,8.028,8.028,8.042,8.028,FirstClick
27,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,302,NativeMandarin-High (NMH),302_practice_07.mp3,V2,513,5641834,X27,27,"


7",7,1,0.742,0.742,0.759,0.742,FirstClick
28,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,302,NativeMandarin-High (NMH),302_practice_08.mp3,V2,513,5641834,X28,28,"


3",3,1,0.649,0.649,0.663,0.649,FirstClick
29,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,302,NativeMandarin-High (NMH),302_practice_09.mp3,V2,513,5641834,X29,29,"


3",3,1,1.223,1.223,1.237,1.223,FirstClick
30,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,302,NativeMandarin-High (NMH),302_practice_10.mp3,V2,513,5641834,X30,30,"


3",3,1,0.652,0.652,0.666,0.652,FirstClick
31,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,302,NativeMandarin-High (NMH),302_practice_11.mp3,V2,513,5641834,X31,31,"


3",3,1,1.332,1.332,1.346,1.332,FirstClick
32,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,310,NativeMandarin-High (NMH),310_practice_01.mp3,V2,513,5641834,X32,32,"A native English speaker
1",1,1,0.457,0.457,0.47,0.457,FirstClick
33,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,310,NativeMandarin-High (NMH),310_practice_03.mp3,V2,513,5641834,X33,33,"


3",3,1,0.798,0.798,0.818,0.798,FirstClick
34,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,310,NativeMandarin-High (NMH),310_practice_04.mp3,V2,513,5641834,X34,34,"


2",2,1,1.273,1.273,1.289,1.273,FirstClick
35,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,310,NativeMandarin-High (NMH),310_practice_05.mp3,V2,513,5641834,X35,35,"


3",3,1,0.77,0.77,0.788,0.77,FirstClick
36,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,310,NativeMandarin-High (NMH),310_practice_06.mp3,V2,513,5641834,X36,36,"A native English speaker
1",1,1,0.619,0.619,0.632,0.619,FirstClick
37,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,310,NativeMandarin-High (NMH),310_practice_07.mp3,V2,513,5641834,X37,37,"A native English speaker
1",1,1,1.153,1.153,1.171,1.153,FirstClick
38,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,310,NativeMandarin-High (NMH),310_practice_08.mp3,V2,513,5641834,X38,38,"


3",3,1,0.962,0.962,0.987,0.962,FirstClick
39,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,310,NativeMandarin-High (NMH),310_practice_09.mp3,V2,513,5641834,X39,39,"


2",2,1,1.686,1.686,1.6,1.686,FirstClick
40,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,310,NativeMandarin-High (NMH),310_practice_10.mp3,V2,513,5641834,X40,40,"


2",2,1,0.749,0.749,0.766,0.749,FirstClick
41,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,310,NativeMandarin-High (NMH),310_practice_11.mp3,V2,513,5641834,X41,41,"


2",2,1,0.955,0.955,0.97,0.955,FirstClick
42,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,403,NativeEnglish (NTE),403_practice_01.mp3,V2,513,5641834,X42,42,"A native English speaker
1",1,1,0.758,0.758,0.772,0.758,FirstClick
43,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,403,NativeEnglish (NTE),403_practice_03.mp3,V2,513,5641834,X43,43,"A native English speaker
1",1,1,0.967,0.967,0.985,0.967,FirstClick
44,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,403,NativeEnglish (NTE),403_practice_04.mp3,V2,513,5641834,X44,44,"A native English speaker
1",1,1,0.455,0.455,0.47,0.455,FirstClick
45,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,403,NativeEnglish (NTE),403_practice_05.mp3,V2,513,5641834,X45,45,"


2",2,1,0.584,0.584,0.603,0.584,FirstClick
46,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,403,NativeEnglish (NTE),403_practice_06.mp3,V2,513,5641834,X46,46,"


2",2,1,0.815,0.815,0.831,0.815,FirstClick
47,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,403,NativeEnglish (NTE),403_practice_07.mp3,V2,513,5641834,X47,47,"


4",4,1,1.246,1.246,1.265,1.246,FirstClick
48,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,403,NativeEnglish (NTE),403_practice_08.mp3,V2,513,5641834,X48,48,"


3",3,1,0.973,0.973,0.986,0.973,FirstClick
49,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,403,NativeEnglish (NTE),403_practice_09.mp3,V2,513,5641834,X49,49,"


3",3,1,1.086,1.086,1.101,1.086,FirstClick
50,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,403,NativeEnglish (NTE),403_practice_10.mp3,V2,513,5641834,X50,50,"


4",4,1,0.765,0.765,0.777,0.765,FirstClick
51,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,403,NativeEnglish (NTE),403_practice_11.mp3,V2,513,5641834,X51,51,"A native English speaker
1",1,1,0.297,0.297,0.31,0.297,FirstClick
52,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,404,NativeEnglish (NTE),404_practice_01.mp3,V2,513,5641834,X52,52,"


3",3,1,0.551,0.551,0.567,0.551,FirstClick
53,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,404,NativeEnglish (NTE),404_practice_03.mp3,V2,513,5641834,X53,53,"


2",2,1,0.981,0.981,0.996,0.981,FirstClick
54,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,404,NativeEnglish (NTE),404_practice_04.mp3,V2,513,5641834,X54,54,"


5",5,1,2.34,2.34,2.354,2.34,FirstClick
55,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,404,NativeEnglish (NTE),404_practice_05.mp3,V2,513,5641834,X55,55,"


2",2,1,1.188,1.188,1.102,1.188,FirstClick
56,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,404,NativeEnglish (NTE),404_practice_06.mp3,V2,513,5641834,X56,56,"A native English speaker
1",1,1,0.922,0.922,0.938,0.922,FirstClick
57,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,404,NativeEnglish (NTE),404_practice_07.mp3,V2,513,5641834,X57,57,"


4",4,1,0.942,0.942,0.955,0.942,FirstClick
58,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,404,NativeEnglish (NTE),404_practice_08.mp3,V2,513,5641834,X58,58,"


3",3,1,0.843,0.843,0.861,0.843,FirstClick
59,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,404,NativeEnglish (NTE),404_practice_09.mp3,V2,513,5641834,X59,59,"


5",5,1,1.355,1.355,1.369,1.355,FirstClick
60,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,404,NativeEnglish (NTE),404_practice_10.mp3,V2,513,5641834,X60,60,"


3",3,1,1.298,1.298,1.313,1.298,FirstClick
61,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,404,NativeEnglish (NTE),404_practice_11.mp3,V2,513,5641834,X61,61,"A native English speaker
1",1,1,0.636,0.636,0.65,0.636,FirstClick
1,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,106,NativeMandarin-Low (NML),106_practice_01.mp3,V3,488,5693137,X1,1,"An extremely strong
foreign accent
9",9,1,0.178,0.178,0.195,0.178,FirstClick
3,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,106,NativeMandarin-Low (NML),106_practice_03.mp3,V3,488,5693137,X3,3,"An extremely strong
foreign accent
9",9,1,0.478,0.478,0.494,0.478,FirstClick
4,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,106,NativeMandarin-Low (NML),106_practice_04.mp3,V3,488,5693137,X4,4,"An extremely strong
foreign accent
9",9,1,0.284,0.284,0.201,0.284,FirstClick
5,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,106,NativeMandarin-Low (NML),106_practice_05.mp3,V3,488,5693137,X5,5,"An extremely strong
foreign accent
9",9,1,0.068,0.068,0.084,0.068,FirstClick
6,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,106,NativeMandarin-Low (NML),106_practice_06.mp3,V3,488,5693137,X6,6,"An extremely strong
foreign accent
9",9,1,0.298,0.298,0.318,0.298,FirstClick
7,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,106,NativeMandarin-Low (NML),106_practice_07.mp3,V3,488,5693137,X7,7,"An extremely strong
foreign accent
9",9,1,0.263,0.263,0.291,0.263,FirstClick
8,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,106,NativeMandarin-Low (NML),106_practice_08.mp3,V3,488,5693137,X8,8,"An extremely strong
foreign accent
9",9,1,0.248,0.248,0.268,0.248,FirstClick
9,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,106,NativeMandarin-Low (NML),106_practice_09.mp3,V3,488,5693137,X9,9,"An extremely strong
foreign accent
9",9,1,0.149,0.149,0.167,0.149,FirstClick
10,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,106,NativeMandarin-Low (NML),106_practice_10.mp3,V3,488,5693137,X10,10,"An extremely strong
foreign accent
9",9,1,0.202,0.202,0.236,0.202,FirstClick
11,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,106,NativeMandarin-Low (NML),106_practice_11.mp3,V3,488,5693137,X11,11,"An extremely strong
foreign accent
9",9,1,0.296,0.296,0.201,0.296,FirstClick
12,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,107,NativeMandarin-Low (NML),107_practice_01.mp3,V3,488,5693137,X12,12,"An extremely strong
foreign accent
9",9,1,0.519,0.519,0.534,0.519,FirstClick
13,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,107,NativeMandarin-Low (NML),107_practice_03.mp3,V3,488,5693137,X13,13,"An extremely strong
foreign accent
9",9,1,1.034,1.034,1.052,1.034,FirstClick
14,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,107,NativeMandarin-Low (NML),107_practice_04.mp3,V3,488,5693137,X14,14,"


7",7,1,5.672,5.672,5.689,5.672,FirstClick
15,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,107,NativeMandarin-Low (NML),107_practice_05.mp3,V3,488,5693137,X15,15,"


8",8,1,1.648,1.648,1.665,1.648,FirstClick
16,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,107,NativeMandarin-Low (NML),107_practice_06.mp3,V3,488,5693137,X16,16,"An extremely strong
foreign accent
9",9,1,0.193,0.193,0.1,0.193,FirstClick
17,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,107,NativeMandarin-Low (NML),107_practice_07.mp3,V3,488,5693137,X17,17,"


7",7,1,0.852,0.852,0.869,0.852,FirstClick
18,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,107,NativeMandarin-Low (NML),107_practice_08.mp3,V3,488,5693137,X18,18,"An extremely strong
foreign accent
9",9,1,0.203,0.203,0.219,0.203,FirstClick
19,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,107,NativeMandarin-Low (NML),107_practice_09.mp3,V3,488,5693137,X19,19,"


7",7,1,0.787,0.787,0.7,0.787,FirstClick
20,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,107,NativeMandarin-Low (NML),107_practice_10.mp3,V3,488,5693137,X20,20,"An extremely strong
foreign accent
9",9,1,2.433,2.433,2.454,2.433,FirstClick
21,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,107,NativeMandarin-Low (NML),107_practice_11.mp3,V3,488,5693137,X21,21,"An extremely strong
foreign accent
9",9,1,0.334,0.334,0.351,0.334,FirstClick
22,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,306,NativeMandarin-High (NMH),306_practice_01.mp3,V3,488,5693137,X22,22,"


4",4,1,1.637,1.637,1.657,1.637,FirstClick
23,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,306,NativeMandarin-High (NMH),306_practice_03.mp3,V3,488,5693137,X23,23,"


6",6,1,2.146,2.146,2.161,2.146,FirstClick
24,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,306,NativeMandarin-High (NMH),306_practice_04.mp3,V3,488,5693137,X24,24,"


3",3,1,0.585,0.585,0.6,0.585,FirstClick
25,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,306,NativeMandarin-High (NMH),306_practice_05.mp3,V3,488,5693137,X25,25,"


6",6,1,0.898,0.898,0.916,0.898,FirstClick
26,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,306,NativeMandarin-High (NMH),306_practice_06.mp3,V3,488,5693137,X26,26,"


3",3,1,0.729,0.729,0.75,0.729,FirstClick
27,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,306,NativeMandarin-High (NMH),306_practice_07.mp3,V3,488,5693137,X27,27,"


2",2,1,3.198,3.198,3.216,3.198,FirstClick
28,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,306,NativeMandarin-High (NMH),306_practice_08.mp3,V3,488,5693137,X28,28,"


3",3,1,0.8,0.8,0.922,0.8,FirstClick
29,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,306,NativeMandarin-High (NMH),306_practice_09.mp3,V3,488,5693137,X29,29,"


6",6,1,0.509,0.509,0.524,0.509,FirstClick
30,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,306,NativeMandarin-High (NMH),306_practice_10.mp3,V3,488,5693137,X30,30,"


6",6,1,1.326,1.326,1.346,1.326,FirstClick
31,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,306,NativeMandarin-High (NMH),306_practice_11.mp3,V3,488,5693137,X31,31,"


4",4,1,1.182,1.182,1.198,1.182,FirstClick
32,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,311,NativeMandarin-High (NMH),311_practice_01.mp3,V3,488,5693137,X32,32,"An extremely strong
foreign accent
9",9,1,1.212,1.212,1.234,1.212,FirstClick
33,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,311,NativeMandarin-High (NMH),311_practice_03.mp3,V3,488,5693137,X33,33,"


7",7,1,0.694,0.694,0.602,0.694,FirstClick
34,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,311,NativeMandarin-High (NMH),311_practice_04.mp3,V3,488,5693137,X34,34,"


5",5,1,1.641,1.641,1.66,1.641,FirstClick
35,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,311,NativeMandarin-High (NMH),311_practice_05.mp3,V3,488,5693137,X35,35,"


7",7,1,0.547,0.547,0.563,0.547,FirstClick
36,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,311,NativeMandarin-High (NMH),311_practice_06.mp3,V3,488,5693137,X36,36,"


6",6,1,0.726,0.726,0.742,0.726,FirstClick
37,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,311,NativeMandarin-High (NMH),311_practice_07.mp3,V3,488,5693137,X37,37,"


8",8,1,2.033,2.033,2.052,2.033,FirstClick
38,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,311,NativeMandarin-High (NMH),311_practice_08.mp3,V3,488,5693137,X38,38,"


7",7,1,0.714,0.714,0.729,0.714,FirstClick
39,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,311,NativeMandarin-High (NMH),311_practice_09.mp3,V3,488,5693137,X39,39,"An extremely strong
foreign accent
9",9,1,0.168,0.168,0.186,0.168,FirstClick
40,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,311,NativeMandarin-High (NMH),311_practice_10.mp3,V3,488,5693137,X40,40,"


6",6,1,1.337,1.337,1.357,1.337,FirstClick
41,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,311,NativeMandarin-High (NMH),311_practice_11.mp3,V3,488,5693137,X41,41,"


8",8,1,2.692,2.692,2.601,2.692,FirstClick
42,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,405,NativeEnglish (NTE),405_practice_01.mp3,V3,488,5693137,X42,42,"A native English speaker
1",1,1,0.35,0.35,0.369,0.35,FirstClick
43,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,405,NativeEnglish (NTE),405_practice_03.mp3,V3,488,5693137,X43,43,"A native English speaker
1",1,1,0.316,0.316,0.334,0.316,FirstClick
44,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,405,NativeEnglish (NTE),405_practice_04.mp3,V3,488,5693137,X44,44,"A native English speaker
1",1,1,0.35,0.35,0.366,0.35,FirstClick
45,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,405,NativeEnglish (NTE),405_practice_05.mp3,V3,488,5693137,X45,45,"A native English speaker
1",1,1,0.19,0.19,0.206,0.19,FirstClick
46,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,405,NativeEnglish (NTE),405_practice_06.mp3,V3,488,5693137,X46,46,"A native English speaker
1",1,1,0.262,0.262,0.281,0.262,FirstClick
47,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,405,NativeEnglish (NTE),405_practice_07.mp3,V3,488,5693137,X47,47,"A native English speaker
1",1,1,0.207,0.207,0.233,0.207,FirstClick
48,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,405,NativeEnglish (NTE),405_practice_08.mp3,V3,488,5693137,X48,48,"A native English speaker
1",1,1,0.266,0.266,0.287,0.266,FirstClick
49,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,405,NativeEnglish (NTE),405_practice_09.mp3,V3,488,5693137,X49,49,"A native English speaker
1",1,1,0.34,0.34,0.361,0.34,FirstClick
50,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,405,NativeEnglish (NTE),405_practice_10.mp3,V3,488,5693137,X50,50,"A native English speaker
1",1,1,0.293,0.293,0.2,0.293,FirstClick
51,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,405,NativeEnglish (NTE),405_practice_11.mp3,V3,488,5693137,X51,51,"A native English speaker
1",1,1,0.155,0.155,0.172,0.155,FirstClick
52,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,411,NativeEnglish (NTE),411_practice_01.mp3,V3,488,5693137,X52,52,"A native English speaker
1",1,1,0.67,0.67,0.7,0.67,FirstClick
53,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,411,NativeEnglish (NTE),411_practice_03.mp3,V3,488,5693137,X53,53,"


2",2,1,1.181,1.181,1.2,1.181,FirstClick
54,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,411,NativeEnglish (NTE),411_practice_04.mp3,V3,488,5693137,X54,54,"A native English speaker
1",1,1,0.28,0.28,0.295,0.28,FirstClick
55,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,411,NativeEnglish (NTE),411_practice_05.mp3,V3,488,5693137,X55,55,"A native English speaker
1",1,1,0.22,0.22,0.235,0.22,FirstClick
56,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,411,NativeEnglish (NTE),411_practice_06.mp3,V3,488,5693137,X56,56,"A native English speaker
1",1,1,0.218,0.218,0.235,0.218,FirstClick
57,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,411,NativeEnglish (NTE),411_practice_07.mp3,V3,488,5693137,X57,57,"A native English speaker
1",1,1,0.167,0.167,0.183,0.167,FirstClick
58,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,411,NativeEnglish (NTE),411_practice_08.mp3,V3,488,5693137,X58,58,"A native English speaker
1",1,1,0.175,0.175,0.197,0.175,FirstClick
59,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,411,NativeEnglish (NTE),411_practice_09.mp3,V3,488,5693137,X59,59,"A native English speaker
1",1,1,0.134,0.134,0.159,0.134,FirstClick
60,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,411,NativeEnglish (NTE),411_practice_10.mp3,V3,488,5693137,X60,60,"A native English speaker
1",1,1,0.173,0.173,0.191,0.173,FirstClick
61,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,411,NativeEnglish (NTE),411_practice_11.mp3,V3,488,5693137,X61,61,"A native English speaker
1",1,1,0.421,0.421,0.444,0.421,FirstClick
1,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,103,NativeMandarin-Low (NML),103_practice_01.mp3,V2,596,5721779,X1,1,"


8",8,1,0.331,0.331,0.338,0.331,FirstClick
3,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,103,NativeMandarin-Low (NML),103_practice_03.mp3,V2,596,5721779,X3,3,"An extremely strong
foreign accent
9",9,1,0.36,0.36,0.369,0.36,FirstClick
4,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,103,NativeMandarin-Low (NML),103_practice_04.mp3,V2,596,5721779,X4,4,"


8",8,1,0.514,0.514,0.522,0.514,FirstClick
5,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,103,NativeMandarin-Low (NML),103_practice_05.mp3,V2,596,5721779,X5,5,"


8",8,1,0.911,0.911,0.918,0.911,FirstClick
6,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,103,NativeMandarin-Low (NML),103_practice_06.mp3,V2,596,5721779,X6,6,"


7",7,1,0.297,0.297,0.203,0.297,FirstClick
7,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,103,NativeMandarin-Low (NML),103_practice_07.mp3,V2,596,5721779,X7,7,"


6",6,1,0.464,0.464,0.471,0.464,FirstClick
