ItemNumber,listener_group,ProductionPresentationOrder,SentenceOrder,Type,Type_Num,Source,SourceNum,SentenceCorrect,Talker,TalkerGroup,Sound,ListenerGroup,Duration..in.seconds.,mTurkCode,ItemNum,ItemNum2,Resp,Resp_NUM,Timing_Click.Count,Timing_First.Click,Timing_Last.Click,Timing_Page.Submit,RT,WhichRT
44,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,403,NativeEnglish (NTE),403_practice_04.mp3,V2,486,7914282,X44,44,"A native English speaker
1",1,1,0.261,0.261,0.277,0.261,FirstClick
45,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,403,NativeEnglish (NTE),403_practice_05.mp3,V2,486,7914282,X45,45,"A native English speaker
1",1,1,0.305,0.305,0.322,0.305,FirstClick
46,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,403,NativeEnglish (NTE),403_practice_06.mp3,V2,486,7914282,X46,46,"A native English speaker
1",1,1,0.715,0.715,0.73,0.715,FirstClick
47,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,403,NativeEnglish (NTE),403_practice_07.mp3,V2,486,7914282,X47,47,"A native English speaker
1",1,1,0.337,0.337,0.352,0.337,FirstClick
48,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,403,NativeEnglish (NTE),403_practice_08.mp3,V2,486,7914282,X48,48,"A native English speaker
1",1,2,0.349,1.021,1.032,1.021,LastClick
49,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,403,NativeEnglish (NTE),403_practice_09.mp3,V2,486,7914282,X49,49,"A native English speaker
1",1,1,0.418,0.418,0.446,0.418,FirstClick
50,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,403,NativeEnglish (NTE),403_practice_10.mp3,V2,486,7914282,X50,50,"A native English speaker
1",1,1,0.301,0.301,0.419,0.301,FirstClick
51,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,403,NativeEnglish (NTE),403_practice_11.mp3,V2,486,7914282,X51,51,"A native English speaker
1",1,1,0.327,0.327,0.342,0.327,FirstClick
52,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,404,NativeEnglish (NTE),404_practice_01.mp3,V2,486,7914282,X52,52,"A native English speaker
1",1,1,0.449,0.449,0.463,0.449,FirstClick
53,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,404,NativeEnglish (NTE),404_practice_03.mp3,V2,486,7914282,X53,53,"A native English speaker
1",1,1,0.306,0.306,0.318,0.306,FirstClick
54,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,404,NativeEnglish (NTE),404_practice_04.mp3,V2,486,7914282,X54,54,"A native English speaker
1",1,1,0.359,0.359,0.376,0.359,FirstClick
55,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,404,NativeEnglish (NTE),404_practice_05.mp3,V2,486,7914282,X55,55,"A native English speaker
1",1,1,0.285,0.285,0.2,0.285,FirstClick
56,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,404,NativeEnglish (NTE),404_practice_06.mp3,V2,486,7914282,X56,56,"A native English speaker
1",1,1,0.328,0.328,0.34,0.328,FirstClick
57,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,404,NativeEnglish (NTE),404_practice_07.mp3,V2,486,7914282,X57,57,"A native English speaker
1",1,1,0.445,0.445,0.459,0.445,FirstClick
58,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,404,NativeEnglish (NTE),404_practice_08.mp3,V2,486,7914282,X58,58,"A native English speaker
1",1,1,0.613,0.613,0.627,0.613,FirstClick
59,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,404,NativeEnglish (NTE),404_practice_09.mp3,V2,486,7914282,X59,59,"A native English speaker
1",1,1,0.752,0.752,0.764,0.752,FirstClick
60,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,404,NativeEnglish (NTE),404_practice_10.mp3,V2,486,7914282,X60,60,"A native English speaker
1",1,1,0.421,0.421,0.438,0.421,FirstClick
61,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,404,NativeEnglish (NTE),404_practice_11.mp3,V2,486,7914282,X61,61,"A native English speaker
1",1,1,0.219,0.219,0.233,0.219,FirstClick
1,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,106,NativeMandarin-Low (NML),106_practice_01.mp3,V3,492,8081415,X1,1,"


8",8,1,0.122,0.122,0.198,0.122,FirstClick
3,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,106,NativeMandarin-Low (NML),106_practice_03.mp3,V3,492,8081415,X3,3,"


6",6,1,0.453,0.453,0.471,0.453,FirstClick
4,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,106,NativeMandarin-Low (NML),106_practice_04.mp3,V3,492,8081415,X4,4,"


7",7,1,0.697,0.697,0.712,0.697,FirstClick
5,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,106,NativeMandarin-Low (NML),106_practice_05.mp3,V3,492,8081415,X5,5,"An extremely strong
foreign accent
9",9,1,0.084,0.084,0,0.084,FirstClick
6,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,106,NativeMandarin-Low (NML),106_practice_06.mp3,V3,492,8081415,X6,6,"


8",8,1,1.31,1.31,1.342,1.31,FirstClick
7,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,106,NativeMandarin-Low (NML),106_practice_07.mp3,V3,492,8081415,X7,7,"An extremely strong
foreign accent
9",9,1,0.14,0.14,0.158,0.14,FirstClick
8,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,106,NativeMandarin-Low (NML),106_practice_08.mp3,V3,492,8081415,X8,8,"


8",8,1,0.209,0.209,0.227,0.209,FirstClick
9,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,106,NativeMandarin-Low (NML),106_practice_09.mp3,V3,492,8081415,X9,9,"


8",8,1,1.108,1.108,1.145,1.108,FirstClick
10,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,106,NativeMandarin-Low (NML),106_practice_10.mp3,V3,492,8081415,X10,10,"


8",8,1,0.578,0.578,0.594,0.578,FirstClick
11,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,106,NativeMandarin-Low (NML),106_practice_11.mp3,V3,492,8081415,X11,11,"


8",8,1,1.157,1.157,1.173,1.157,FirstClick
12,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,107,NativeMandarin-Low (NML),107_practice_01.mp3,V3,492,8081415,X12,12,"


8",8,1,0.406,0.406,0.423,0.406,FirstClick
13,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,107,NativeMandarin-Low (NML),107_practice_03.mp3,V3,492,8081415,X13,13,"


8",8,1,0.131,0.131,0.159,0.131,FirstClick
14,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,107,NativeMandarin-Low (NML),107_practice_04.mp3,V3,492,8081415,X14,14,"


8",8,1,0.145,0.145,0.165,0.145,FirstClick
15,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,107,NativeMandarin-Low (NML),107_practice_05.mp3,V3,492,8081415,X15,15,"


8",8,1,0.21,0.21,0.229,0.21,FirstClick
16,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,107,NativeMandarin-Low (NML),107_practice_06.mp3,V3,492,8081415,X16,16,"An extremely strong
foreign accent
9",9,1,1.062,1.062,1.084,1.062,FirstClick
17,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,107,NativeMandarin-Low (NML),107_practice_07.mp3,V3,492,8081415,X17,17,"


7",7,1,1.069,1.069,1.098,1.069,FirstClick
18,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,107,NativeMandarin-Low (NML),107_practice_08.mp3,V3,492,8081415,X18,18,"


8",8,1,0.251,0.251,0.269,0.251,FirstClick
19,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,107,NativeMandarin-Low (NML),107_practice_09.mp3,V3,492,8081415,X19,19,"


6",6,1,0.71,0.71,0.742,0.71,FirstClick
20,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,107,NativeMandarin-Low (NML),107_practice_10.mp3,V3,492,8081415,X20,20,"


8",8,1,0.144,0.144,0.176,0.144,FirstClick
21,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,107,NativeMandarin-Low (NML),107_practice_11.mp3,V3,492,8081415,X21,21,"


8",8,1,0.538,0.538,0.561,0.538,FirstClick
22,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,306,NativeMandarin-High (NMH),306_practice_01.mp3,V3,492,8081415,X22,22,"


4",4,1,1.543,1.543,1.579,1.543,FirstClick
23,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,306,NativeMandarin-High (NMH),306_practice_03.mp3,V3,492,8081415,X23,23,"


3",3,1,8.841,8.841,8.859,8.841,FirstClick
24,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,306,NativeMandarin-High (NMH),306_practice_04.mp3,V3,492,8081415,X24,24,"


4",4,1,1.897,1.897,1.923,1.897,FirstClick
25,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,306,NativeMandarin-High (NMH),306_practice_05.mp3,V3,492,8081415,X25,25,"


3",3,1,0.731,0.731,0.748,0.731,FirstClick
26,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,306,NativeMandarin-High (NMH),306_practice_06.mp3,V3,492,8081415,X26,26,"


5",5,1,0.286,0.286,0.317,0.286,FirstClick
27,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,306,NativeMandarin-High (NMH),306_practice_07.mp3,V3,492,8081415,X27,27,"


5",5,1,0.775,0.775,0.85,0.775,FirstClick
28,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,306,NativeMandarin-High (NMH),306_practice_08.mp3,V3,492,8081415,X28,28,"A native English speaker
1",1,1,0.086,0.086,0,0.086,FirstClick
29,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,306,NativeMandarin-High (NMH),306_practice_09.mp3,V3,492,8081415,X29,29,"A native English speaker
1",1,1,0.108,0.108,0.148,0.108,FirstClick
30,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,306,NativeMandarin-High (NMH),306_practice_10.mp3,V3,492,8081415,X30,30,"


3",3,1,1.669,1.669,1.691,1.669,FirstClick
31,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,306,NativeMandarin-High (NMH),306_practice_11.mp3,V3,492,8081415,X31,31,"


5",5,1,0.385,0.385,0.301,0.385,FirstClick
32,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,311,NativeMandarin-High (NMH),311_practice_01.mp3,V3,492,8081415,X32,32,"


5",5,1,1.471,1.471,1.4,1.471,FirstClick
33,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,311,NativeMandarin-High (NMH),311_practice_03.mp3,V3,492,8081415,X33,33,"


6",6,1,0.825,0.825,0.845,0.825,FirstClick
34,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,311,NativeMandarin-High (NMH),311_practice_04.mp3,V3,492,8081415,X34,34,"


4",4,1,0.55,0.55,0.572,0.55,FirstClick
35,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,311,NativeMandarin-High (NMH),311_practice_05.mp3,V3,492,8081415,X35,35,"


6",6,1,0.926,0.926,0.942,0.926,FirstClick
36,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,311,NativeMandarin-High (NMH),311_practice_06.mp3,V3,492,8081415,X36,36,"


3",3,1,0.831,0.831,0.848,0.831,FirstClick
37,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,311,NativeMandarin-High (NMH),311_practice_07.mp3,V3,492,8081415,X37,37,"


5",5,1,0.178,0.178,0.11,0.178,FirstClick
38,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,311,NativeMandarin-High (NMH),311_practice_08.mp3,V3,492,8081415,X38,38,"


6",6,1,2.901,2.901,2.919,2.901,FirstClick
39,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,311,NativeMandarin-High (NMH),311_practice_09.mp3,V3,492,8081415,X39,39,"


5",5,1,0.979,0.979,0.996,0.979,FirstClick
40,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,311,NativeMandarin-High (NMH),311_practice_10.mp3,V3,492,8081415,X40,40,"


4",4,1,0.542,0.542,0.571,0.542,FirstClick
41,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,311,NativeMandarin-High (NMH),311_practice_11.mp3,V3,492,8081415,X41,41,"


6",6,1,0.523,0.523,0.552,0.523,FirstClick
42,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,405,NativeEnglish (NTE),405_practice_01.mp3,V3,492,8081415,X42,42,"A native English speaker
1",1,1,0.117,0.117,0.145,0.117,FirstClick
43,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,405,NativeEnglish (NTE),405_practice_03.mp3,V3,492,8081415,X43,43,"A native English speaker
1",1,1,0.106,0.106,0.145,0.106,FirstClick
44,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,405,NativeEnglish (NTE),405_practice_04.mp3,V3,492,8081415,X44,44,"A native English speaker
1",1,1,0.074,0.074,0,0.074,FirstClick
45,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,405,NativeEnglish (NTE),405_practice_05.mp3,V3,492,8081415,X45,45,"A native English speaker
1",1,1,0.326,0.326,0.36,0.326,FirstClick
46,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,405,NativeEnglish (NTE),405_practice_06.mp3,V3,492,8081415,X46,46,"A native English speaker
1",1,1,0.068,0.068,0.098,0.068,FirstClick
47,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,405,NativeEnglish (NTE),405_practice_07.mp3,V3,492,8081415,X47,47,"A native English speaker
1",1,1,0.102,0.102,0.116,0.102,FirstClick
48,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,405,NativeEnglish (NTE),405_practice_08.mp3,V3,492,8081415,X48,48,"A native English speaker
1",1,1,0.175,0.175,0.194,0.175,FirstClick
49,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,405,NativeEnglish (NTE),405_practice_09.mp3,V3,492,8081415,X49,49,"A native English speaker
1",1,1,0.038,0.038,0.07,0.038,FirstClick
50,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,405,NativeEnglish (NTE),405_practice_10.mp3,V3,492,8081415,X50,50,"A native English speaker
1",1,1,0.171,0.171,0.1,0.171,FirstClick
51,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,405,NativeEnglish (NTE),405_practice_11.mp3,V3,492,8081415,X51,51,"A native English speaker
1",1,1,0.072,0.072,0.098,0.072,FirstClick
52,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,411,NativeEnglish (NTE),411_practice_01.mp3,V3,492,8081415,X52,52,"A native English speaker
1",1,1,0.003,0.003,0.043,0.003,FirstClick
53,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,411,NativeEnglish (NTE),411_practice_03.mp3,V3,492,8081415,X53,53,"A native English speaker
1",1,1,0.046,0.046,0.1,0.046,FirstClick
54,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,411,NativeEnglish (NTE),411_practice_04.mp3,V3,492,8081415,X54,54,"A native English speaker
1",1,1,0.131,0.131,0.169,0.131,FirstClick
55,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,411,NativeEnglish (NTE),411_practice_05.mp3,V3,492,8081415,X55,55,"A native English speaker
1",1,1,0.509,0.509,0.53,0.509,FirstClick
56,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,411,NativeEnglish (NTE),411_practice_06.mp3,V3,492,8081415,X56,56,"A native English speaker
1",1,1,0.422,0.422,0.448,0.422,FirstClick
57,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,411,NativeEnglish (NTE),411_practice_07.mp3,V3,492,8081415,X57,57,"A native English speaker
1",1,1,0.304,0.304,0.324,0.304,FirstClick
58,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,411,NativeEnglish (NTE),411_practice_08.mp3,V3,492,8081415,X58,58,"A native English speaker
1",1,1,0.051,0.051,0.074,0.051,FirstClick
59,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,411,NativeEnglish (NTE),411_practice_09.mp3,V3,492,8081415,X59,59,"A native English speaker
1",1,1,0.063,0.063,0,0.063,FirstClick
60,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,411,NativeEnglish (NTE),411_practice_10.mp3,V3,492,8081415,X60,60,"


2",2,5,2.209,5.944,5.962,5.944,LastClick
61,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,411,NativeEnglish (NTE),411_practice_11.mp3,V3,492,8081415,X61,61,"A native English speaker
1",1,1,0.09,0.09,0,0.09,FirstClick
1,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,106,NativeMandarin-Low (NML),106_practice_01.mp3,V3,465,8317194,X1,1,"


7",7,1,0.563,0.563,0.57,0.563,FirstClick
3,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,106,NativeMandarin-Low (NML),106_practice_03.mp3,V3,465,8317194,X3,3,"


8",8,1,0.87,0.87,0.879,0.87,FirstClick
4,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,106,NativeMandarin-Low (NML),106_practice_04.mp3,V3,465,8317194,X4,4,"


7",7,1,0.851,0.851,0.86,0.851,FirstClick
5,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,106,NativeMandarin-Low (NML),106_practice_05.mp3,V3,465,8317194,X5,5,"An extremely strong
foreign accent
9",9,1,0.371,0.371,0.378,0.371,FirstClick
6,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,106,NativeMandarin-Low (NML),106_practice_06.mp3,V3,465,8317194,X6,6,"An extremely strong
foreign accent
9",9,1,0.513,0.513,0.521,0.513,FirstClick
7,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,106,NativeMandarin-Low (NML),106_practice_07.mp3,V3,465,8317194,X7,7,"


8",8,1,0.651,0.651,0.659,0.651,FirstClick
8,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,106,NativeMandarin-Low (NML),106_practice_08.mp3,V3,465,8317194,X8,8,"


8",8,1,0.598,0.598,0.605,0.598,FirstClick
9,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,106,NativeMandarin-Low (NML),106_practice_09.mp3,V3,465,8317194,X9,9,"An extremely strong
foreign accent
9",9,1,0.495,0.495,0.404,0.495,FirstClick
10,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,106,NativeMandarin-Low (NML),106_practice_10.mp3,V3,465,8317194,X10,10,"An extremely strong
foreign accent
9",9,1,0.404,0.404,0.412,0.404,FirstClick
11,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,106,NativeMandarin-Low (NML),106_practice_11.mp3,V3,465,8317194,X11,11,"


4",4,1,3.6,3.6,3.61,3.6,FirstClick
12,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,107,NativeMandarin-Low (NML),107_practice_01.mp3,V3,465,8317194,X12,12,"An extremely strong
foreign accent
9",9,1,0.289,0.289,0.297,0.289,FirstClick
13,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,107,NativeMandarin-Low (NML),107_practice_03.mp3,V3,465,8317194,X13,13,"


8",8,1,0.499,0.499,0.506,0.499,FirstClick
14,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,107,NativeMandarin-Low (NML),107_practice_04.mp3,V3,465,8317194,X14,14,"An extremely strong
foreign accent
9",9,1,0.929,0.929,0.934,0.929,FirstClick
15,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,107,NativeMandarin-Low (NML),107_practice_05.mp3,V3,465,8317194,X15,15,"An extremely strong
foreign accent
9",9,1,0.628,0.628,0.636,0.628,FirstClick
16,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,107,NativeMandarin-Low (NML),107_practice_06.mp3,V3,465,8317194,X16,16,"An extremely strong
foreign accent
9",9,1,0.319,0.319,0.326,0.319,FirstClick
17,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,107,NativeMandarin-Low (NML),107_practice_07.mp3,V3,465,8317194,X17,17,"An extremely strong
foreign accent
9",9,1,0.557,0.557,0.568,0.557,FirstClick
18,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,107,NativeMandarin-Low (NML),107_practice_08.mp3,V3,465,8317194,X18,18,"


8",8,1,0.564,0.564,0.572,0.564,FirstClick
19,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,107,NativeMandarin-Low (NML),107_practice_09.mp3,V3,465,8317194,X19,19,"An extremely strong
foreign accent
9",9,1,0.494,0.494,0.402,0.494,FirstClick
20,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,107,NativeMandarin-Low (NML),107_practice_10.mp3,V3,465,8317194,X20,20,"An extremely strong
foreign accent
9",9,1,0.497,0.497,0.402,0.497,FirstClick
21,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,107,NativeMandarin-Low (NML),107_practice_11.mp3,V3,465,8317194,X21,21,"An extremely strong
foreign accent
9",9,1,0.522,0.522,0.53,0.522,FirstClick
22,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,306,NativeMandarin-High (NMH),306_practice_01.mp3,V3,465,8317194,X22,22,"A native English speaker
1",1,1,0.522,0.522,0.53,0.522,FirstClick
23,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,306,NativeMandarin-High (NMH),306_practice_03.mp3,V3,465,8317194,X23,23,"


7",7,1,0.661,0.661,0.671,0.661,FirstClick
24,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,306,NativeMandarin-High (NMH),306_practice_04.mp3,V3,465,8317194,X24,24,"A native English speaker
1",1,1,0.452,0.452,0.462,0.452,FirstClick
25,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,306,NativeMandarin-High (NMH),306_practice_05.mp3,V3,465,8317194,X25,25,"


2",2,1,0.654,0.654,0.662,0.654,FirstClick
26,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,306,NativeMandarin-High (NMH),306_practice_06.mp3,V3,465,8317194,X26,26,"


2",2,1,0.464,0.464,0.473,0.464,FirstClick
27,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,306,NativeMandarin-High (NMH),306_practice_07.mp3,V3,465,8317194,X27,27,"A native English speaker
1",1,1,0.481,0.481,0.488,0.481,FirstClick
28,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,306,NativeMandarin-High (NMH),306_practice_08.mp3,V3,465,8317194,X28,28,"A native English speaker
1",1,1,0.794,0.794,0.702,0.794,FirstClick
29,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,306,NativeMandarin-High (NMH),306_practice_09.mp3,V3,465,8317194,X29,29,"A native English speaker
1",1,1,0.522,0.522,0.529,0.522,FirstClick
30,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,306,NativeMandarin-High (NMH),306_practice_10.mp3,V3,465,8317194,X30,30,"A native English speaker
1",1,1,0.458,0.458,0.471,0.458,FirstClick
31,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,306,NativeMandarin-High (NMH),306_practice_11.mp3,V3,465,8317194,X31,31,"


7",7,1,0.998,0.998,1.007,0.998,FirstClick
32,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,311,NativeMandarin-High (NMH),311_practice_01.mp3,V3,465,8317194,X32,32,"


6",6,1,1.196,1.196,1.102,1.196,FirstClick
33,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,311,NativeMandarin-High (NMH),311_practice_03.mp3,V3,465,8317194,X33,33,"


8",8,1,0.758,0.758,0.766,0.758,FirstClick
34,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,311,NativeMandarin-High (NMH),311_practice_04.mp3,V3,465,8317194,X34,34,"


8",8,1,0.661,0.661,0.668,0.661,FirstClick
35,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,311,NativeMandarin-High (NMH),311_practice_05.mp3,V3,465,8317194,X35,35,"


7",7,2,0.946,1.49,1.497,1.49,LastClick
36,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,311,NativeMandarin-High (NMH),311_practice_06.mp3,V3,465,8317194,X36,36,"


7",7,1,0.663,0.663,0.673,0.663,FirstClick
37,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,311,NativeMandarin-High (NMH),311_practice_07.mp3,V3,465,8317194,X37,37,"


7",7,1,0.98,0.98,0.988,0.98,FirstClick
38,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,311,NativeMandarin-High (NMH),311_practice_08.mp3,V3,465,8317194,X38,38,"


7",7,1,0.742,0.742,0.749,0.742,FirstClick
39,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,311,NativeMandarin-High (NMH),311_practice_09.mp3,V3,465,8317194,X39,39,"An extremely strong
foreign accent
9",9,1,0.434,0.434,0.443,0.434,FirstClick
40,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,311,NativeMandarin-High (NMH),311_practice_10.mp3,V3,465,8317194,X40,40,"


5",5,1,1.662,1.662,1.67,1.662,FirstClick
41,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,311,NativeMandarin-High (NMH),311_practice_11.mp3,V3,465,8317194,X41,41,"


7",7,1,0.723,0.723,0.732,0.723,FirstClick
42,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,405,NativeEnglish (NTE),405_practice_01.mp3,V3,465,8317194,X42,42,"A native English speaker
1",1,1,0.574,0.574,0.582,0.574,FirstClick
43,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,405,NativeEnglish (NTE),405_practice_03.mp3,V3,465,8317194,X43,43,"A native English speaker
1",1,1,0.615,0.615,0.622,0.615,FirstClick
44,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,405,NativeEnglish (NTE),405_practice_04.mp3,V3,465,8317194,X44,44,"A native English speaker
1",1,1,0.457,0.457,0.465,0.457,FirstClick
45,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,405,NativeEnglish (NTE),405_practice_05.mp3,V3,465,8317194,X45,45,"A native English speaker
1",1,1,0.502,0.502,0.512,0.502,FirstClick
46,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,405,NativeEnglish (NTE),405_practice_06.mp3,V3,465,8317194,X46,46,"A native English speaker
1",1,1,0.794,0.794,0.7,0.794,FirstClick
