"","ItemNumber","listener_group","ProductionPresentationOrder","SentenceOrder","Type","Type_Num","Source","SourceNum","SentenceCorrect","Talker","TalkerGroup","Sound","ListenerGroup","Duration..in.seconds.","mTurkCode","ItemNum","ItemNum2","Resp","Resp_NUM","Timing_Click.Count","Timing_First.Click","Timing_Last.Click","Timing_Page.Submit","RT","WhichRT","zscore_Resp_NUM"
"103",44,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",405,"NativeEnglish (NTE)","405_practice_04.mp3","V3",774,"1682505","X44",44,"A native English speaker
1",1,1,0.475,0.475,0.497,0.475,"FirstClick",-1.32593920873197
"104",45,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",405,"NativeEnglish (NTE)","405_practice_05.mp3","V3",774,"1682505","X45",45,"A native English speaker
1",1,1,0.244,0.244,0.261,0.244,"FirstClick",-1.32593920873197
"105",46,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",405,"NativeEnglish (NTE)","405_practice_06.mp3","V3",774,"1682505","X46",46,"A native English speaker
1",1,1,0.866,0.866,0.883,0.866,"FirstClick",-1.32593920873197
"106",47,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",405,"NativeEnglish (NTE)","405_practice_07.mp3","V3",774,"1682505","X47",47,"A native English speaker
1",1,1,0.298,0.298,0.314,0.298,"FirstClick",-1.32593920873197
"107",48,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",405,"NativeEnglish (NTE)","405_practice_08.mp3","V3",774,"1682505","X48",48,"A native English speaker
1",1,1,0.391,0.391,0.302,0.391,"FirstClick",-1.32593920873197
"108",49,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",405,"NativeEnglish (NTE)","405_practice_09.mp3","V3",774,"1682505","X49",49,"A native English speaker
1",1,1,0.38,0.38,0.399,0.38,"FirstClick",-1.32593920873197
"109",50,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",405,"NativeEnglish (NTE)","405_practice_10.mp3","V3",774,"1682505","X50",50,"A native English speaker
1",1,1,0.547,0.547,0.564,0.547,"FirstClick",-1.32593920873197
"110",51,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",405,"NativeEnglish (NTE)","405_practice_11.mp3","V3",774,"1682505","X51",51,"A native English speaker
1",1,1,0.346,0.346,0.366,0.346,"FirstClick",-1.32593920873197
"111",52,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",411,"NativeEnglish (NTE)","411_practice_01.mp3","V3",774,"1682505","X52",52,"A native English speaker
1",1,1,0.512,0.512,0.533,0.512,"FirstClick",-1.32593920873197
"112",53,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",411,"NativeEnglish (NTE)","411_practice_03.mp3","V3",774,"1682505","X53",53,"


2",2,1,0.634,0.634,0.651,0.634,"FirstClick",-0.970776920678762
"113",54,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",411,"NativeEnglish (NTE)","411_practice_04.mp3","V3",774,"1682505","X54",54,"A native English speaker
1",1,1,0.473,0.473,0.49,0.473,"FirstClick",-1.32593920873197
"114",55,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",411,"NativeEnglish (NTE)","411_practice_05.mp3","V3",774,"1682505","X55",55,"A native English speaker
1",1,1,0.266,0.266,0.282,0.266,"FirstClick",-1.32593920873197
"115",56,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",411,"NativeEnglish (NTE)","411_practice_06.mp3","V3",774,"1682505","X56",56,"


2",2,1,1.71,1.71,1.729,1.71,"FirstClick",-0.970776920678762
"116",57,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",411,"NativeEnglish (NTE)","411_practice_07.mp3","V3",774,"1682505","X57",57,"A native English speaker
1",1,2,0.221,0.774,0.7,0.774,"LastClick",-1.32593920873197
"117",58,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",411,"NativeEnglish (NTE)","411_practice_08.mp3","V3",774,"1682505","X58",58,"A native English speaker
1",1,1,0.676,0.676,0.693,0.676,"FirstClick",-1.32593920873197
"118",59,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",411,"NativeEnglish (NTE)","411_practice_09.mp3","V3",774,"1682505","X59",59,"A native English speaker
1",1,1,0.96,0.96,0.981,0.96,"FirstClick",-1.32593920873197
"119",60,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",411,"NativeEnglish (NTE)","411_practice_10.mp3","V3",774,"1682505","X60",60,"A native English speaker
1",1,1,0.3,0.3,0.316,0.3,"FirstClick",-1.32593920873197
"120",61,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",411,"NativeEnglish (NTE)","411_practice_11.mp3","V3",774,"1682505","X61",61,"A native English speaker
1",1,1,0.245,0.245,0.268,0.245,"FirstClick",-1.32593920873197
"121",1,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",103,"NativeMandarin-Low (NML)","103_practice_01.mp3","V2",577,"2174606","X1",1,"An extremely strong
foreign accent
9",9,1,0.139,0.139,0.161,0.139,"FirstClick",1.45674763659729
"122",3,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",103,"NativeMandarin-Low (NML)","103_practice_03.mp3","V2",577,"2174606","X3",3,"An extremely strong
foreign accent
9",9,1,0.346,0.346,0.367,0.346,"FirstClick",1.45674763659729
"123",4,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",103,"NativeMandarin-Low (NML)","103_practice_04.mp3","V2",577,"2174606","X4",4,"An extremely strong
foreign accent
9",9,1,0.163,0.163,0.184,0.163,"FirstClick",1.45674763659729
"124",5,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",103,"NativeMandarin-Low (NML)","103_practice_05.mp3","V2",577,"2174606","X5",5,"


6",6,2,1.504,2.048,2.065,2.048,"LastClick",0.48558254553243
"125",6,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",103,"NativeMandarin-Low (NML)","103_practice_06.mp3","V2",577,"2174606","X6",6,"An extremely strong
foreign accent
9",9,1,0.196,0.196,0.217,0.196,"FirstClick",1.45674763659729
"126",7,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",103,"NativeMandarin-Low (NML)","103_practice_07.mp3","V2",577,"2174606","X7",7,"


6",6,1,0.944,0.944,0.969,0.944,"FirstClick",0.48558254553243
"127",8,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",103,"NativeMandarin-Low (NML)","103_practice_08.mp3","V2",577,"2174606","X8",8,"


7",7,1,0.231,0.231,0.251,0.231,"FirstClick",0.809304242554051
"128",9,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",103,"NativeMandarin-Low (NML)","103_practice_09.mp3","V2",577,"2174606","X9",9,"


5",5,1,0.242,0.242,0.261,0.242,"FirstClick",0.16186084851081
"129",10,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",103,"NativeMandarin-Low (NML)","103_practice_10.mp3","V2",577,"2174606","X10",10,"An extremely strong
foreign accent
9",9,1,1.428,1.428,1.448,1.428,"FirstClick",1.45674763659729
"130",11,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",103,"NativeMandarin-Low (NML)","103_practice_11.mp3","V2",577,"2174606","X11",11,"An extremely strong
foreign accent
9",9,1,0.609,0.609,0.629,0.609,"FirstClick",1.45674763659729
"131",12,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",104,"NativeMandarin-Low (NML)","104_practice_01.mp3","V2",577,"2174606","X12",12,"An extremely strong
foreign accent
9",9,1,0.493,0.493,0.4,0.493,"FirstClick",1.45674763659729
"132",13,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",104,"NativeMandarin-Low (NML)","104_practice_03.mp3","V2",577,"2174606","X13",13,"


6",6,1,1.239,1.239,1.256,1.239,"FirstClick",0.48558254553243
"133",14,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",104,"NativeMandarin-Low (NML)","104_practice_04.mp3","V2",577,"2174606","X14",14,"An extremely strong
foreign accent
9",9,1,0.191,0.191,0.102,0.191,"FirstClick",1.45674763659729
"134",15,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",104,"NativeMandarin-Low (NML)","104_practice_05.mp3","V2",577,"2174606","X15",15,"An extremely strong
foreign accent
9",9,1,0.146,0.146,0.171,0.146,"FirstClick",1.45674763659729
"135",16,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",104,"NativeMandarin-Low (NML)","104_practice_06.mp3","V2",577,"2174606","X16",16,"An extremely strong
foreign accent
9",9,1,0.191,0.191,0.101,0.191,"FirstClick",1.45674763659729
"136",17,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",104,"NativeMandarin-Low (NML)","104_practice_07.mp3","V2",577,"2174606","X17",17,"An extremely strong
foreign accent
9",9,1,0.3,0.3,0.422,0.3,"FirstClick",1.45674763659729
"137",18,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",104,"NativeMandarin-Low (NML)","104_practice_08.mp3","V2",577,"2174606","X18",18,"


6",6,1,1.417,1.417,1.435,1.417,"FirstClick",0.48558254553243
"138",19,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",104,"NativeMandarin-Low (NML)","104_practice_09.mp3","V2",577,"2174606","X19",19,"


7",7,1,3.219,3.219,3.237,3.219,"FirstClick",0.809304242554051
"139",20,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",104,"NativeMandarin-Low (NML)","104_practice_10.mp3","V2",577,"2174606","X20",20,"An extremely strong
foreign accent
9",9,1,0.235,0.235,0.257,0.235,"FirstClick",1.45674763659729
"140",21,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",104,"NativeMandarin-Low (NML)","104_practice_11.mp3","V2",577,"2174606","X21",21,"An extremely strong
foreign accent
9",9,1,0.277,0.277,0.201,0.277,"FirstClick",1.45674763659729
"141",22,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",302,"NativeMandarin-High (NMH)","302_practice_01.mp3","V2",577,"2174606","X22",22,"


6",6,1,0.582,0.582,0.501,0.582,"FirstClick",0.48558254553243
"142",23,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",302,"NativeMandarin-High (NMH)","302_practice_03.mp3","V2",577,"2174606","X23",23,"


4",4,1,2.424,2.424,2.447,2.424,"FirstClick",-0.16186084851081
"143",24,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",302,"NativeMandarin-High (NMH)","302_practice_04.mp3","V2",577,"2174606","X24",24,"


6",6,1,0.573,0.573,0.594,0.573,"FirstClick",0.48558254553243
"144",25,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",302,"NativeMandarin-High (NMH)","302_practice_05.mp3","V2",577,"2174606","X25",25,"


3",3,1,0.283,0.283,0.201,0.283,"FirstClick",-0.48558254553243
"145",26,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",302,"NativeMandarin-High (NMH)","302_practice_06.mp3","V2",577,"2174606","X26",26,"


5",5,1,0.361,0.361,0.385,0.361,"FirstClick",0.16186084851081
"146",27,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",302,"NativeMandarin-High (NMH)","302_practice_07.mp3","V2",577,"2174606","X27",27,"


6",6,1,1.344,1.344,1.366,1.344,"FirstClick",0.48558254553243
"147",28,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",302,"NativeMandarin-High (NMH)","302_practice_08.mp3","V2",577,"2174606","X28",28,"


3",3,1,0.87,0.87,0.888,0.87,"FirstClick",-0.48558254553243
"148",29,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",302,"NativeMandarin-High (NMH)","302_practice_09.mp3","V2",577,"2174606","X29",29,"


3",3,1,0.499,0.499,0.518,0.499,"FirstClick",-0.48558254553243
"149",30,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",302,"NativeMandarin-High (NMH)","302_practice_10.mp3","V2",577,"2174606","X30",30,"


5",5,1,0.804,0.804,0.826,0.804,"FirstClick",0.16186084851081
"150",31,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",302,"NativeMandarin-High (NMH)","302_practice_11.mp3","V2",577,"2174606","X31",31,"


6",6,1,1.558,1.558,1.58,1.558,"FirstClick",0.48558254553243
"151",32,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",310,"NativeMandarin-High (NMH)","310_practice_01.mp3","V2",577,"2174606","X32",32,"A native English speaker
1",1,1,0.514,0.514,0.533,0.514,"FirstClick",-1.13302593957567
"152",33,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",310,"NativeMandarin-High (NMH)","310_practice_03.mp3","V2",577,"2174606","X33",33,"A native English speaker
1",1,1,0.57,0.57,0.591,0.57,"FirstClick",-1.13302593957567
"153",34,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",310,"NativeMandarin-High (NMH)","310_practice_04.mp3","V2",577,"2174606","X34",34,"


5",5,1,0.53,0.53,0.549,0.53,"FirstClick",0.16186084851081
"154",35,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",310,"NativeMandarin-High (NMH)","310_practice_05.mp3","V2",577,"2174606","X35",35,"


5",5,1,0.863,0.863,0.881,0.863,"FirstClick",0.16186084851081
"155",36,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",310,"NativeMandarin-High (NMH)","310_practice_06.mp3","V2",577,"2174606","X36",36,"


5",5,1,0.409,0.409,0.426,0.409,"FirstClick",0.16186084851081
"156",37,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",310,"NativeMandarin-High (NMH)","310_practice_07.mp3","V2",577,"2174606","X37",37,"


2",2,1,2.003,2.003,2.022,2.003,"FirstClick",-0.809304242554051
"157",38,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",310,"NativeMandarin-High (NMH)","310_practice_08.mp3","V2",577,"2174606","X38",38,"A native English speaker
1",1,1,0.575,0.575,0.594,0.575,"FirstClick",-1.13302593957567
"158",39,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",310,"NativeMandarin-High (NMH)","310_practice_09.mp3","V2",577,"2174606","X39",39,"A native English speaker
1",1,1,0.284,0.284,0.201,0.284,"FirstClick",-1.13302593957567
"159",40,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",310,"NativeMandarin-High (NMH)","310_practice_10.mp3","V2",577,"2174606","X40",40,"


6",6,1,1.28,1.28,1.201,1.28,"FirstClick",0.48558254553243
"160",41,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",310,"NativeMandarin-High (NMH)","310_practice_11.mp3","V2",577,"2174606","X41",41,"


6",6,1,0.228,0.228,0.25,0.228,"FirstClick",0.48558254553243
"161",42,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",403,"NativeEnglish (NTE)","403_practice_01.mp3","V2",577,"2174606","X42",42,"A native English speaker
1",1,1,0.358,0.358,0.379,0.358,"FirstClick",-1.13302593957567
"162",43,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",403,"NativeEnglish (NTE)","403_practice_03.mp3","V2",577,"2174606","X43",43,"A native English speaker
1",1,1,0.514,0.514,0.533,0.514,"FirstClick",-1.13302593957567
"163",44,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",403,"NativeEnglish (NTE)","403_practice_04.mp3","V2",577,"2174606","X44",44,"A native English speaker
1",1,1,0.529,0.529,0.547,0.529,"FirstClick",-1.13302593957567
"164",45,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",403,"NativeEnglish (NTE)","403_practice_05.mp3","V2",577,"2174606","X45",45,"A native English speaker
1",1,1,0.517,0.517,0.538,0.517,"FirstClick",-1.13302593957567
"165",46,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",403,"NativeEnglish (NTE)","403_practice_06.mp3","V2",577,"2174606","X46",46,"


4",4,1,0.918,0.918,0.939,0.918,"FirstClick",-0.16186084851081
"166",47,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",403,"NativeEnglish (NTE)","403_practice_07.mp3","V2",577,"2174606","X47",47,"A native English speaker
1",1,1,0.444,0.444,0.462,0.444,"FirstClick",-1.13302593957567
"167",48,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",403,"NativeEnglish (NTE)","403_practice_08.mp3","V2",577,"2174606","X48",48,"A native English speaker
1",1,1,0.539,0.539,0.556,0.539,"FirstClick",-1.13302593957567
"168",49,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",403,"NativeEnglish (NTE)","403_practice_09.mp3","V2",577,"2174606","X49",49,"A native English speaker
1",1,1,0.202,0.202,0.235,0.202,"FirstClick",-1.13302593957567
"169",50,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",403,"NativeEnglish (NTE)","403_practice_10.mp3","V2",577,"2174606","X50",50,"A native English speaker
1",1,1,0.351,0.351,0.374,0.351,"FirstClick",-1.13302593957567
"170",51,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",403,"NativeEnglish (NTE)","403_practice_11.mp3","V2",577,"2174606","X51",51,"A native English speaker
1",1,1,0.637,0.637,0.657,0.637,"FirstClick",-1.13302593957567
"171",52,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",404,"NativeEnglish (NTE)","404_practice_01.mp3","V2",577,"2174606","X52",52,"A native English speaker
1",1,1,0.547,0.547,0.568,0.547,"FirstClick",-1.13302593957567
"172",53,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",404,"NativeEnglish (NTE)","404_practice_03.mp3","V2",577,"2174606","X53",53,"A native English speaker
1",1,1,0.716,0.716,0.733,0.716,"FirstClick",-1.13302593957567
"173",54,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",404,"NativeEnglish (NTE)","404_practice_04.mp3","V2",577,"2174606","X54",54,"A native English speaker
1",1,2,0.271,0.703,0.726,0.703,"LastClick",-1.13302593957567
"174",55,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",404,"NativeEnglish (NTE)","404_practice_05.mp3","V2",577,"2174606","X55",55,"A native English speaker
1",1,1,0.3,0.3,0.323,0.3,"FirstClick",-1.13302593957567
"175",56,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",404,"NativeEnglish (NTE)","404_practice_06.mp3","V2",577,"2174606","X56",56,"A native English speaker
1",1,1,0.683,0.683,0.601,0.683,"FirstClick",-1.13302593957567
"176",57,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",404,"NativeEnglish (NTE)","404_practice_07.mp3","V2",577,"2174606","X57",57,"A native English speaker
1",1,1,0.288,0.288,0.202,0.288,"FirstClick",-1.13302593957567
"177",58,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",404,"NativeEnglish (NTE)","404_practice_08.mp3","V2",577,"2174606","X58",58,"A native English speaker
1",1,1,0.444,0.444,0.468,0.444,"FirstClick",-1.13302593957567
"178",59,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",404,"NativeEnglish (NTE)","404_practice_09.mp3","V2",577,"2174606","X59",59,"


3",3,2,0.967,1.431,1.452,1.431,"LastClick",-0.48558254553243
"179",60,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",404,"NativeEnglish (NTE)","404_practice_10.mp3","V2",577,"2174606","X60",60,"


4",4,1,0.404,0.404,0.427,0.404,"FirstClick",-0.16186084851081
"180",61,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",404,"NativeEnglish (NTE)","404_practice_11.mp3","V2",577,"2174606","X61",61,"


3",3,1,0.661,0.661,0.687,0.661,"FirstClick",-0.48558254553243
"181",1,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",103,"NativeMandarin-Low (NML)","103_practice_01.mp3","V2",1332,"2218028","X1",1,"An extremely strong
foreign accent
9",9,1,0.371,0.371,0.38,0.371,"FirstClick",1.57339044256819
"182",3,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",103,"NativeMandarin-Low (NML)","103_practice_03.mp3","V2",1332,"2218028","X3",3,"


8",8,1,1.981,1.981,1.989,1.981,"FirstClick",1.27274258730038
"183",4,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",103,"NativeMandarin-Low (NML)","103_practice_04.mp3","V2",1332,"2218028","X4",4,"


5",5,1,0.321,0.321,0.33,0.321,"FirstClick",0.370799021496962
"184",5,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",103,"NativeMandarin-Low (NML)","103_practice_05.mp3","V2",1332,"2218028","X5",5,"


6",6,1,0.693,0.693,0.601,0.693,"FirstClick",0.671446876764768
"185",6,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",103,"NativeMandarin-Low (NML)","103_practice_06.mp3","V2",1332,"2218028","X6",6,"


7",7,1,1.286,1.286,1.297,1.286,"FirstClick",0.972094732032575
"186",7,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",103,"NativeMandarin-Low (NML)","103_practice_07.mp3","V2",1332,"2218028","X7",7,"


7",7,1,1.012,1.012,1.024,1.012,"FirstClick",0.972094732032575
"187",8,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",103,"NativeMandarin-Low (NML)","103_practice_08.mp3","V2",1332,"2218028","X8",8,"An extremely strong
foreign accent
9",9,1,0.025,0.025,0.034,0.025,"FirstClick",1.57339044256819
"188",9,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",103,"NativeMandarin-Low (NML)","103_practice_09.mp3","V2",1332,"2218028","X9",9,"


7",7,1,0.24,0.24,0.249,0.24,"FirstClick",0.972094732032575
"189",10,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",103,"NativeMandarin-Low (NML)","103_practice_10.mp3","V2",1332,"2218028","X10",10,"An extremely strong
foreign accent
9",9,1,1.862,1.862,1.871,1.862,"FirstClick",1.57339044256819
"190",11,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",103,"NativeMandarin-Low (NML)","103_practice_11.mp3","V2",1332,"2218028","X11",11,"


8",8,1,0.389,0.389,0.4,0.389,"FirstClick",1.27274258730038
"191",12,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",104,"NativeMandarin-Low (NML)","104_practice_01.mp3","V2",1332,"2218028","X12",12,"An extremely strong
foreign accent
9",9,1,0.32,0.32,0.328,0.32,"FirstClick",1.57339044256819
